"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"75990057201","Centre Educatiu  Princesa Margarita","#","Pg","Font d'en Fargas","15","17","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.426208","2.165862","430301.28","4586407.679","430393.21","4586608.654","934208166","#","","","","","","","",
"75990059842","Escola de Música Allegretto - Gràcia","#","C","Pi i Margall","23","25","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.407643","2.163385","430074.334","4584348.534","430166.263","4584549.49","932108883","#","","","","","","","",
"75990064070","Centre Educatiu Formàtic Barna","#","Pg","Gràcia","66","66","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393111","2.164307","430135.856","4582734.551","430227.786","4582935.492","932158866","#","","","","","","","",
"75990064070","Centre Educatiu Formàtic Barna","#","Pg","Gràcia","71","71","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.393529","2.162761","430007.038","4582782.131","430098.966","4582983.072","932158866","#","","","","","","","",
"75990064070","Centre Educatiu Formàtic Barna","#","Pg","Gràcia","71","71","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.393529","2.162761","430007.038","4582782.131","430098.966","4582983.072","932156800","#","","","","","","","",
"75990064070","Centre Educatiu Formàtic Barna","#","Pg","Gràcia","66","66","07","la Dreta de Eixample","02","Eixample","08007","019","BARCELONA","41.393111","2.164307","430135.856","4582734.551","430227.786","4582935.492","932156800","#","","","","","","","",
"75990064960","Escola de Música l'Antàrtida","#","C","Monterols","10","10","23","Sarrià","05","Sarrià-Sant Gervasi","08034","019","BARCELONA","41.39675","2.121664","426574.939","4583173.812","426666.836","4583374.756","932051939","#","","","","","","","",
"75990066705","Centre Educatiu Solc Nou","#","Av","Vallcarca","165","165","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.414153","2.141956","428290.456","4585088.825","428382.368","4585289.787","932540287","Fax","","","","","","","",
"75990066705","Centre Educatiu Solc Nou","#","Av","Vallcarca","165","165","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.414153","2.141956","428290.456","4585088.825","428382.368","4585289.787","934173311","#","","","","","","","",
"75990067136","Centre Educatiu Zurich","#","Av","Pearson","73","73","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.393561","2.104445","425131.836","4582834.476","425223.719","4583035.416","932037606","#","","","","","","","",
"75990068951","Centre Educatiu Decroly","#","C","Vendrell","13","13","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.410083","2.133106","427546.324","4584644.308","427638.229","4584845.266","934175271","#","Edifici Primària (Vendrell, 1)","","","","","","",
"75990068951","Centre Educatiu Decroly","#","C","Vendrell","13","13","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.410083","2.133106","427546.324","4584644.308","427638.229","4584845.266","932123847","#","Edifici Infantil (C. Vendrell 13)","","","","","","",
"75990068951","Centre Educatiu Decroly","#","C","Vendrell","1","1","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.410649","2.133719","427598.164","4584706.655","427690.07","4584907.613","932123847","#","Edifici Infantil (C. Vendrell 13)","","","","","","",
"75990068951","Centre Educatiu Decroly","#","C","Vendrell","1","1","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.410649","2.133719","427598.164","4584706.655","427690.07","4584907.613","934175271","#","Edifici Primària (Vendrell, 1)","","","","","","",
"75990074681","Escuela Superior Europea de Comercio","#","Av","Francesc Cambó","10","10","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.385423","2.177206","431206.093","4581870.729","431298.033","4582071.662","933100228","Fax","","","","","","","",
"75990074681","Escuela Superior Europea de Comercio","#","Av","Francesc Cambó","10","10","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.385423","2.177206","431206.093","4581870.729","431298.033","4582071.662","933100111","#","","","","","","","",
"75990078662","Diapasó Centre Musical","#","C","Roger","17","19","17","Sants - Badal","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.126862","426987.354","4580968.718","427079.255","4581169.641","934908148","#","","","","","","","",
"75990078662","Diapasó Centre Musical","#","C","Roger","17","19","17","Sants - Badal","03","Sants-Montjuïc","08028","019","BARCELONA","41.376928","2.126862","426987.354","4580968.718","427079.255","4581169.641","934908148","Fax","","","","","","","",
"75990089052","Centre Educatiu Monlau","#","C","Monlau","6","6","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.423114","2.190607","432365.661","4586044.537","432457.61","4586245.509","933408204","#","Edifici Monlau","","","","","","",
"75990089052","Centre Educatiu Monlau","#","C","Caracas","35","35","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.444071","2.202441","433376.024","4588361.968","433467.982","4588562.962","932744700","#","Edifici Caracas","","","","","","",
"75990089052","Centre Educatiu Monlau","#","C","Caracas","35","35","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.444071","2.202441","433376.024","4588361.968","433467.982","4588562.962","933408204","#","Edifici Monlau","","","","","","",
"75990089052","Centre Educatiu Monlau","#","C","Monlau","6","6","61","la Sagrera","09","Sant Andreu","08027","019","BARCELONA","41.423114","2.190607","432365.661","4586044.537","432457.61","4586245.509","932744700","#","Edifici Caracas","","","","","","",
"75990090396","Centre Educatiu Fundació de Restauració i Hostalatge","#","Pg","Taulat","243","243","69","Diagonal Mar i el Front Marítim del Poblenou","10","Sant Martí","08019","019","BARCELONA","41.404315","2.211487","434091.49","4583941.448","434183.456","4584142.401","933237423","Fax","","","","","","","",
"75990090396","Centre Educatiu Fundació de Restauració i Hostalatge","#","Pg","Taulat","243","243","69","Diagonal Mar i el Front Marítim del Poblenou","10","Sant Martí","08019","019","BARCELONA","41.404315","2.211487","434091.49","4583941.448","434183.456","4584142.401","934532904","#","","","","","","","",
"75990093770","Aula Escuela Europea","#","Av","Mare de Déu de Lorda","34","36","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.39808","2.107242","425370.821","4583333.709","425462.706","4583534.654","932056269","Fax","","","","","","","",
"75990093770","Aula Escuela Europea","#","Av","Mare de Déu de Lorda","34","36","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.39808","2.107242","425370.821","4583333.709","425462.706","4583534.654","932030354","#","","","","","","","",
"75990095933","Escola Universitària de Turisme CETA","#","C","Aragó","55","55","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380349","2.148979","428840.498","4581330.168","428932.416","4581531.095","932278090","Centraleta","","","","","","","",
"75990095933","Escola Universitària de Turisme CETA","#","C","Aragó","55","55","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380349","2.148979","428840.498","4581330.168","428932.416","4581531.095","933194436","Fax","","","","","","","",
"75990098681","Universitat Abat Oliba CEU","#","C","Bellesguard","30","30","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.410351","2.126823","427021.462","4584679.436","427113.362","4584880.394","932540900","#","","","","","","","",
"75990098681","Universitat Abat Oliba CEU","#","C","Bellesguard","30","30","25","Sant Gervasi - la Bonanova","05","Sarrià-Sant Gervasi","08022","019","BARCELONA","41.410351","2.126823","427021.462","4584679.436","427113.362","4584880.394","934189380","Fax","","","","","","","",
"75990098691","Centre Educatiu Sant Pau","#","Av","Pearson","39","39","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.39201","2.105114","425186.028","4582661.651","425277.912","4582862.59","932057570","Fax","","","","","","","",
"75990098691","Centre Educatiu Sant Pau","#","Av","Pearson","39","39","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.39201","2.105114","425186.028","4582661.651","425277.912","4582862.59","932030500","#","","","","","","","",
"75990099226","Centre Educatiu Santa Maria dels Apòstols","#","Rbla","Prim","146","152","70","el Besòs i el Maresme","10","Sant Martí","08019","019","BARCELONA","41.418331","2.210653","434035.97","4585498.072","434127.935","4585699.04","933149011","#","","","","","","","",
"75990099722","Centre Educatiu Sagrada Família-Horta","#","C","Peris i Mencheta","26","26","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.426622","2.16273","430040.004","4586456.175","430131.932","4586657.15","933570201","Fax","","","","","","","",
"75990099722","Centre Educatiu Sagrada Família-Horta","#","C","Peris i Mencheta","26","26","36","la Font d'en Fargues","07","Horta-Guinardó","08032","019","BARCELONA","41.426622","2.16273","430040.004","4586456.175","430131.932","4586657.15","933570208","#","","","","","","","",
"75990099889","Centre Educatiu Bemen 3","#","C","Cartellà","48","48","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.428063","2.1718","430799.357","4586608.855","430891.292","4586809.832","933571400","Fax","","","","","","","",
"75990099889","Centre Educatiu Bemen 3","#","C","Cartellà","48","48","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.428063","2.1718","430799.357","4586608.855","430891.292","4586809.832","933571258","#","","","","","","","",
"75990099889","Centre Educatiu Bemen 3","#","C","Sant Ferran","19","23","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.428203","2.171733","430793.976","4586624.435","430885.91","4586825.412","933571400","Fax","","","","","","","",
"75990099889","Centre Educatiu Bemen 3","#","C","Amílcar","61","67","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.428355","2.172233","430835.883","4586640.942","430927.818","4586841.919","933571400","Fax","","","","","","","",
"75990099889","Centre Educatiu Bemen 3","#","C","Amílcar","61","67","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.428355","2.172233","430835.883","4586640.942","430927.818","4586841.919","933571258","#","","","","","","","",
"75990099889","Centre Educatiu Bemen 3","#","C","Sant Ferran","19","23","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.428203","2.171733","430793.976","4586624.435","430885.91","4586825.412","933571258","#","","","","","","","",
"75990101587","Centre Educatiu Euroaula","#","C","Aragó","208","210","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387697","2.159189","429702.183","4582137.554","429794.109","4582338.489","934512889","Informació","","01/01","31/12","0000011","16:00:00","22:00:00"," ",
"75990101587","Centre Educatiu Euroaula","#","C","Aragó","208","210","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387697","2.159189","429702.183","4582137.554","429794.109","4582338.489","934512889","Informació","","01/01","31/12","0000011","09:00:00","14:00:00"," ",
"75990101587","Centre Educatiu Euroaula","#","C","Aragó","208","210","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387697","2.159189","429702.183","4582137.554","429794.109","4582338.489","934511042","Fax","","01/01","31/12","0000011","16:00:00","22:00:00"," ",
"75990101587","Centre Educatiu Euroaula","#","C","Aragó","208","210","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387697","2.159189","429702.183","4582137.554","429794.109","4582338.489","934511042","Fax","","01/01","31/12","0000011","09:00:00","14:00:00"," ",
"75990101587","Centre Educatiu Euroaula","#","C","Aragó","208","210","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387697","2.159189","429702.183","4582137.554","429794.109","4582338.489","934510306","Informació","","01/01","31/12","0000011","16:00:00","22:00:00"," ",
"75990101587","Centre Educatiu Euroaula","#","C","Aragó","208","210","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.387697","2.159189","429702.183","4582137.554","429794.109","4582338.489","934510306","Informació","","01/01","31/12","0000011","09:00:00","14:00:00"," ",
"75990103551","Centre Educatiu Marillac","#","C","Sicília","249","249","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.402956","2.171536","430750.633","4583821.682","430842.568","4584022.633","934578848","#","","","","","","","",
"75990104823","Centre Educatiu Lys","#","C","Puig-reig","9","9","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.404686","2.143158","428380.486","4584036.774","428472.399","4584237.726","934175079","#","","","","","","","",
"75990104823","Centre Educatiu Lys","#","C","Puig-reig","9","9","27","el Putxet i el Farró","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.404686","2.143158","428380.486","4584036.774","428472.399","4584237.726","934189124","Fax","","","","","","","",
"75990105914","Centre Educatiu Mare Alfonsa Cavín","#","Av","Rasos de Peguera","57","57","55","Ciutat Meridiana","08","Nou Barris","08033","019","BARCELONA","41.460486","2.175162","431114.593","4590205.718","431206.529","4590406.728","933594996","#","","","","","","","",
"75990105914","Centre Educatiu Mare Alfonsa Cavín","#","Av","Rasos de Peguera","57","57","55","Ciutat Meridiana","08","Nou Barris","08033","019","BARCELONA","41.460486","2.175162","431114.593","4590205.718","431206.529","4590406.728","933532285","Fax","","","","","","","",
"75990107120","Escola de Música Taller de Músics","#","C","Requesens","3","5","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379733","2.164073","430101.952","4581249.464","430193.882","4581450.391","933295667","#","","01/01","31/12","0000011","10:00:00","22:00:00","Horari de classes",
"75990107120","Escola de Música Taller de Músics","#","C","Requesens","3","5","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379733","2.164073","430101.952","4581249.464","430193.882","4581450.391","933295667","#","","01/01","31/12","1111111","10:00:00","20:00:00","Horari d'atenció al públic",
